cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,total
Belo Horizonte,362,5,4,4,15,0,0,1400,7900,1504,10910
Rio de Janeiro,61,2,1,0,3,1,0,640,1297,21,1975
Porto Alegre,156,3,2,1,0,1,0,0,1615,110,1754
Sao Paulo,179,3,2,1,3,1,0,1457,5400,359,7285
Rio de Janeiro,120,3,3,2,5,1,1,1100,2800,150,4087
Belo Horizonte,200,4,2,2,0,1,1,0,12000,233,12430
Sao Paulo,185,3,3,3,20,1,0,2670,5600,907,9248
Sao Paulo,120,2,2,0,1,1,0,300,3600,120,4066
Sao Paulo,50,2,1,1,13,1,0,407,1715,12,2156
Belo Horizonte,400,3,3,2,0,1,0,0,4800,0,4879
Sao Paulo,240,3,4,2,0,1,0,1,8200,625,8950
Sao Paulo,60,2,1,1,13,1,1,550,1520,80,2170
Sao Paulo,100,2,1,3,0,0,0,0,2700,378,3119
Sao Paulo,250,4,4,3,0,0,0,0,7500,417,8030
Porto Alegre,100,4,2,1,2,1,0,750,1820,167,2764
Rio de Janeiro,72,1,2,1,6,1,0,580,2000,0,2606
Rio de Janeiro,70,2,1,0,2,1,1,250,2000,7,2283
Sao Paulo,16,1,1,0,2,1,0,0,2700,5,2740
Sao Paulo,98,3,2,2,10,1,0,900,4500,0,5458
Sao Paulo,170,3,3,1,6,1,0,1300,2060,200,3587
Sao Paulo,45,2,1,0,0,0,0,70,1450,43,1585
Sao Paulo,90,2,2,1,7,1,1,760,5500,142,6472
Sao Paulo,30,1,1,1,11,1,1,500,2570,0,3078
Sao Paulo,140,3,3,2,3,1,0,2350,4905,59,7377
Sao Paulo,90,2,2,2,2,1,0,1230,3640,342,5259
Belo Horizonte,62,2,2,0,1,1,0,0,1300,0,1318
Rio de Janeiro,80,2,2,0,6,1,0,650,2500,0,3183
Sao Paulo,40,1,1,0,0,0,0,0,750,0,762
Rio de Janeiro,65,1,1,0,0,1,0,300,1800,30,2154
Sao Paulo,300,3,2,1,0,1,0,0,3900,538,4497
Sao Paulo,340,4,4,3,0,1,0,0,10000,1084,11240
Sao Paulo,72,2,2,1,6,1,0,1100,5270,334,6771
Sao Paulo,250,4,3,3,0,0,0,0,13000,950,14150
Rio de Janeiro,100,2,2,3,12,0,0,1470,3478,180,5173
Sao Paulo,45,1,1,1,1,0,1,3000,5520,0,8590
Porto Alegre,98,3,1,0,1,0,0,240,12750,50,13230
Belo Horizonte,164,3,2,2,0,1,0,0,3200,131,3384
Sao Paulo,250,3,3,4,0,1,1,250,6500,309,7157
Rio de Janeiro,28,1,1,0,3,1,1,609,1189,0,1814
Rio de Janeiro,60,2,1,0,11,0,1,600,1650,0,2272
Sao Paulo,105,3,3,2,4,0,0,1380,2720,417,4552
Sao Paulo,220,2,4,3,26,0,0,2000,12960,834,15960
Rio de Janeiro,250,5,3,1,0,1,0,500,4000,100,4661
Sao Paulo,171,3,3,1,13,1,0,2395,5100,259,7819
Rio de Janeiro,156,4,3,2,4,1,0,1350,3900,600,5901
Sao Paulo,150,3,5,3,0,1,1,0,4500,189,4757
Belo Horizonte,75,3,2,1,3,1,0,500,1500,50,2070
Sao Paulo,254,3,5,4,18,1,0,2000,10000,990,13120
Sao Paulo,68,1,2,1,6,1,1,2304,9000,532,11950
Sao Paulo,55,2,1,0,5,0,0,337,1528,0,1885
Porto Alegre,40,1,1,0,10,1,0,200,800,19,1031
Sao Paulo,230,2,3,1,1,1,1,3000,12000,450,15600
Porto Alegre,70,2,2,0,3,0,1,400,1995,80,2505
Sao Paulo,170,4,5,2,0,1,0,0,3700,0,3756
Porto Alegre,40,1,1,1,1,1,0,402,1050,67,1535
Sao Paulo,45,1,1,1,1,0,1,3000,5520,0,8590
Sao Paulo,270,3,4,3,4,1,1,3700,7500,1471,12770
Campinas,54,2,1,1,10,1,0,320,1500,23,1863
Campinas,291,4,3,2,0,1,0,0,3300,208,3558
Belo Horizonte,86,2,1,1,1,1,0,200,1310,130,1658
Sao Paulo,77,2,1,1,5,1,0,886,2200,0,3114
Sao Paulo,86,3,2,2,10,1,1,550,2900,190,3677
Campinas,200,3,4,2,4,0,0,2500,2000,275,4801
Sao Paulo,90,2,2,2,16,0,1,867,4800,203,5931
Sao Paulo,64,2,2,2,12,1,0,790,3400,161,4395
Porto Alegre,54,2,1,2,2,1,0,240,1310,30,1600
Porto Alegre,387,7,5,3,0,1,1,0,6000,394,6501
Sao Paulo,100,2,3,2,20,0,1,1080,10000,138,11350
Sao Paulo,50,2,2,1,9,1,0,390,1800,0,2213
Belo Horizonte,520,3,3,4,20,0,0,2224,12000,1133,15520
Sao Paulo,23,1,1,0,25,1,0,393,2100,59,2579
Rio de Janeiro,60,1,1,0,3,1,0,520,1580,0,2121
Sao Paulo,96,2,1,1,4,0,0,800,3000,0,3839
Sao Paulo,140,3,1,0,0,1,0,0,2700,167,2908
Rio de Janeiro,103,3,2,0,4,1,0,812,2750,200,3798
Sao Paulo,148,4,4,4,10,1,1,2580,2000,406,5012
Sao Paulo,172,4,3,1,0,1,0,0,3500,114,3667
Sao Paulo,93,2,3,2,5,1,0,1006,3200,350,4597
Sao Paulo,72,2,2,1,4,1,0,690,2300,200,3220
Campinas,68,2,1,1,1,1,0,400,1500,70,1990
Sao Paulo,350,4,3,4,0,1,0,0,4000,209,4270
Rio de Janeiro,70,2,2,1,1,1,1,950,3500,225,4721
Sao Paulo,400,5,4,3,0,1,0,2600,6900,1017,10620
Porto Alegre,38,1,1,0,1,1,0,280,690,9,990
Sao Paulo,107,2,2,1,12,0,0,1300,8400,293,10100
Sao Paulo,38,1,1,0,1,0,0,60,950,0,1023
Sao Paulo,111,3,2,0,7,1,0,1370,2500,264,4166
Sao Paulo,140,4,3,2,10,1,0,2000,3800,334,6183
Sao Paulo,35,1,1,0,0,1,0,0,1150,30,1195
Sao Paulo,178,3,3,4,12,0,1,2180,15000,850,18220
Sao Paulo,200,2,2,1,10,1,1,2700,9500,600,12920
Sao Paulo,33,1,1,0,1,0,0,338,1000,63,1414
Belo Horizonte,90,3,2,1,2,0,0,300,1600,140,2062
Rio de Janeiro,65,2,1,0,1,0,0,560,1600,67,2248
Sao Paulo,320,3,3,8,0,1,0,0,5500,572,6155
Porto Alegre,68,2,1,0,2,1,0,160,1320,26,1526
Porto Alegre,180,6,2,3,1,1,0,0,4800,242,5113
Sao Paulo,50,2,1,1,0,0,0,0,1300,69,1389
Sao Paulo,137,3,2,1,6,1,0,1480,4700,293,6533
Sao Paulo,165,3,2,2,8,1,1,1750,6500,779,9112
Sao Paulo,180,2,2,1,15,1,0,1800,5350,0,7218
Sao Paulo,220,4,4,3,12,1,0,3600,5100,892,9657
Belo Horizonte,85,2,2,1,1,1,0,541,2800,0,3379
Rio de Janeiro,37,1,1,0,8,0,1,700,1400,209,2328
Porto Alegre,64,2,3,2,2,1,0,400,2750,113,3304
Rio de Janeiro,97,2,2,1,7,1,0,1770,4400,334,6561
Belo Horizonte,90,3,2,1,1,1,0,135,1300,115,1568
Rio de Janeiro,130,3,2,1,9,1,0,1350,4500,209,6117
Campinas,128,4,2,1,7,0,0,900,3400,59,4403
Sao Paulo,58,2,2,1,12,0,1,928,4000,256,5235
Belo Horizonte,76,2,1,1,2,0,0,200,900,0,1112
Sao Paulo,220,2,4,2,0,1,1,0,6200,1200,7494
Sao Paulo,40,1,1,0,0,0,0,30,780,17,839
Sao Paulo,235,3,4,3,2,1,0,2000,2550,1000,5583
Belo Horizonte,45,1,1,0,9,1,0,285,1100,55,1455
Sao Paulo,47,2,1,1,4,0,0,580,1100,0,1694
Belo Horizonte,471,5,6,3,0,1,0,0,14000,1297,15530
Campinas,50,1,1,0,4,1,0,418,520,23,968
Belo Horizonte,344,3,4,4,16,0,0,3158,15000,1231,19590
Sao Paulo,38,1,1,1,12,0,1,353,1850,28,2255
Porto Alegre,42,2,1,0,0,1,0,0,860,13,889
Belo Horizonte,60,1,1,1,9,1,0,270,1400,101,1790
Sao Paulo,500,4,6,4,0,1,0,0,13000,2200,15400
Sao Paulo,49,2,1,1,5,1,0,300,1700,21,2043
Belo Horizonte,48,2,1,1,3,1,0,120,900,96,1128
Sao Paulo,45,2,1,0,0,0,0,0,1300,109,1429
Porto Alegre,72,2,2,1,2,1,0,570,1200,60,1848
Belo Horizonte,400,3,2,1,0,1,0,0,1600,258,1885
Sao Paulo,28,1,1,0,1,0,1,0,1750,0,1773
Rio de Janeiro,189,3,2,2,9,1,0,2500,8500,489,11600
Sao Paulo,160,3,2,0,12,1,0,1239,3900,150,5339
Rio de Janeiro,330,4,4,2,21,1,0,1300,15000,1084,17490
Sao Paulo,200,3,5,4,6,1,0,1970,1720,959,4671
Sao Paulo,375,4,5,5,1,1,0,4793,15000,2805,22790
Sao Paulo,68,2,2,1,7,1,1,489,1877,0,2390
Sao Paulo,70,2,1,1,8,1,0,850,2500,92,3474
Rio de Janeiro,110,3,2,0,10,0,1,1260,2950,303,4552
Sao Paulo,103,3,3,2,7,0,0,1470,5600,330,7471
Rio de Janeiro,26,1,1,0,2,0,0,50,1500,59,1629
Belo Horizonte,88,3,2,2,2,0,0,312,1200,109,1637
Sao Paulo,165,3,4,3,7,1,0,1700,4500,573,6831
Sao Paulo,80,2,2,0,0,0,0,0,1100,167,1284
Porto Alegre,90,3,2,2,9,1,0,433,2780,116,3370
Sao Paulo,380,4,1,2,0,0,0,0,4000,386,4447
Sao Paulo,174,3,4,2,2,1,0,1936,6000,390,8403
Sao Paulo,128,4,5,1,0,1,0,0,6800,71,6958
Sao Paulo,160,3,4,4,2,1,0,2250,2100,480,4857
Rio de Janeiro,168,3,2,0,1,1,0,1000,3700,417,5165
Campinas,100,3,2,2,1,1,1,700,2200,105,3033
Rio de Janeiro,69,2,1,1,9,1,1,500,1370,56,1944
Belo Horizonte,300,3,3,0,0,1,1,0,5000,0,5082
Belo Horizonte,163,4,4,0,14,1,0,1005,7500,22,8627
Sao Paulo,86,3,1,1,5,1,1,1000,2200,116,3344
Sao Paulo,236,4,3,3,13,1,0,3070,1600,1015,5706
Rio de Janeiro,112,3,2,0,7,1,0,1344,3900,271,5566
Sao Paulo,600,5,5,6,0,1,0,0,12750,1059,14000
Campinas,256,4,5,4,8,1,0,3900,3000,1167,8106
Sao Paulo,220,3,4,2,0,0,0,0,3500,276,3829
Sao Paulo,257,4,4,4,14,0,0,5000,12000,1584,18740
Belo Horizonte,75,3,1,1,4,1,0,280,1500,66,1866
Rio de Janeiro,400,3,1,1,0,1,1,0,7650,666,8433
Sao Paulo,560,4,6,5,0,1,0,0,6550,1700,8349
Sao Paulo,220,4,4,5,3,0,1,1700,4600,0,6359
Rio de Janeiro,70,1,1,1,4,1,0,1065,3500,255,4866
Belo Horizonte,19,1,1,0,1,0,0,0,1200,37,1253
Sao Paulo,35,1,1,0,0,1,0,0,900,11,925
Sao Paulo,70,1,1,1,4,1,0,740,2600,66,3439
Sao Paulo,40,1,1,0,12,0,1,370,3300,74,3786
Porto Alegre,37,1,1,0,2,1,0,330,1500,67,1919
Sao Paulo,180,2,2,1,12,1,0,3400,9000,480,13000
Rio de Janeiro,60,1,1,0,2,0,0,600,2300,140,3070
Rio de Janeiro,90,3,2,1,9,1,0,700,2050,60,2837
Sao Paulo,208,4,2,4,0,1,0,0,4500,282,4850
Rio de Janeiro,160,3,2,1,11,1,0,1860,4700,275,6896
Belo Horizonte,180,4,2,1,3,1,1,770,3610,248,4677
Porto Alegre,150,4,3,0,0,1,0,0,3300,800,4159
Campinas,75,2,1,1,0,1,0,0,1080,80,1177
Rio de Janeiro,90,2,2,1,4,1,0,1660,1039,350,3063
Sao Paulo,170,4,2,2,0,1,0,0,2900,50,2994
Sao Paulo,193,2,4,4,7,1,0,1948,13000,1323,16440
Sao Paulo,40,1,1,0,22,1,1,473,2300,39,2842
Sao Paulo,45,1,1,1,5,1,1,519,3850,209,4627
Sao Paulo,116,3,4,2,4,1,0,1036,8000,584,9722
Sao Paulo,67,2,2,1,1,1,1,650,2300,0,2980
Sao Paulo,40,1,1,0,8,0,1,685,1920,117,2747
Sao Paulo,140,2,3,1,0,1,0,0,3850,150,4058
Campinas,52,2,1,1,7,1,0,248,980,77,1318
Sao Paulo,350,3,4,6,0,1,0,0,3850,834,4742
Sao Paulo,420,3,4,4,0,0,0,0,6000,417,6508
Porto Alegre,204,4,4,2,0,1,0,0,3440,100,3602
Sao Paulo,110,2,2,1,0,1,0,0,2200,192,2426
Sao Paulo,645,5,8,8,0,1,0,0,15000,2334,17560
Sao Paulo,260,4,5,5,3,1,0,3428,11000,2441,17010
Sao Paulo,160,2,1,0,12,0,0,1200,2400,0,3631
Sao Paulo,50,2,1,0,0,1,0,0,1200,42,1261
Rio de Janeiro,40,1,2,0,7,1,0,500,1800,53,2377
Rio de Janeiro,60,2,1,0,1,1,1,615,3000,84,3738
Rio de Janeiro,30,1,1,0,12,1,0,0,1000,50,1063
Rio de Janeiro,75,3,2,0,8,1,0,800,1615,124,2551
Rio de Janeiro,78,3,3,1,2,1,0,930,2850,206,4023
Belo Horizonte,140,4,2,2,1,1,0,1000,3500,413,4960
Campinas,500,3,7,5,14,1,1,1890,7950,900,10840
Porto Alegre,80,1,1,0,0,1,0,0,971,15,1004
Porto Alegre,182,3,4,2,0,1,0,164,2900,74,3190
Sao Paulo,90,2,1,1,0,1,0,0,2735,19,2796
Sao Paulo,103,3,2,1,2,1,0,1133,1500,137,2776
Porto Alegre,180,3,2,3,2,1,1,0,5100,250,5425
Belo Horizonte,32,1,1,0,0,0,1,550,1100,0,1665
Campinas,52,1,1,1,6,1,0,360,750,46,1166
Rio de Janeiro,75,4,1,0,2,1,0,800,2200,34,3063
Belo Horizonte,290,4,5,4,0,1,0,0,6000,500,6599
Rio de Janeiro,50,1,1,1,6,1,1,750,2000,0,2760
Sao Paulo,550,5,6,4,0,1,0,0,15000,1119,16350
Sao Paulo,216,4,4,4,9,1,0,1710,2800,686,5232
Sao Paulo,444,4,4,5,0,1,1,0,10000,584,10740
Porto Alegre,69,3,2,1,5,1,0,395,1850,65,2338
Belo Horizonte,76,2,1,2,3,0,1,205,2100,99,2432
Sao Paulo,180,3,5,3,3,1,0,2900,8100,0,11100
Sao Paulo,445,3,5,4,0,1,1,3191,15000,1339,19760
Sao Paulo,156,3,4,3,8,1,0,1600,4200,305,6159
Sao Paulo,35,1,1,0,0,1,0,0,1100,30,1144
Sao Paulo,130,3,4,3,7,1,0,1413,2400,597,4441
Porto Alegre,92,3,2,1,4,1,1,720,3200,75,4042
Sao Paulo,200,3,2,4,0,1,0,0,8500,407,9035
Sao Paulo,50,2,1,1,13,1,0,650,1300,4,1971
Belo Horizonte,50,2,1,0,0,0,0,0,850,25,889
Sao Paulo,155,3,3,2,2,1,1,2300,12000,700,15150
Belo Horizonte,1000,5,4,3,15,1,0,1255,7000,634,8983
Rio de Janeiro,42,1,1,0,8,0,1,900,1920,34,2879
Sao Paulo,58,2,1,0,13,1,0,389,1480,52,1940
Sao Paulo,35,1,1,1,6,0,1,581,3365,153,4142
Belo Horizonte,27,1,1,0,1,0,0,0,1167,334,1517
Belo Horizonte,16,1,1,0,1,0,0,0,650,50,709
Belo Horizonte,94,3,2,1,1,0,1,450,1900,125,2501
Porto Alegre,83,3,2,1,11,1,0,750,2500,101,3388
Belo Horizonte,360,5,4,4,0,1,0,0,9000,600,9748
Belo Horizonte,360,5,2,2,1,1,0,550,4600,436,5648
Campinas,430,4,5,5,0,1,0,0,13000,474,13670
Belo Horizonte,29,1,1,0,1,1,0,0,1100,8,1123
Rio de Janeiro,120,3,2,0,6,1,0,650,2490,105,3278
Sao Paulo,50,1,1,1,6,1,0,1205,4500,251,6014
Porto Alegre,60,2,1,0,0,1,0,0,650,42,704
Sao Paulo,45,2,2,0,0,0,0,0,1630,84,1739
Rio de Janeiro,250,3,2,2,0,1,0,0,12000,542,12730
Sao Paulo,200,3,2,2,0,1,1,0,4700,184,4955
Rio de Janeiro,70,2,1,1,9,1,0,650,2500,105,3288
Sao Paulo,48,1,1,0,0,0,0,0,1100,9,1126
Sao Paulo,70,2,1,1,2,0,0,794,2500,14,3340
Sao Paulo,73,2,2,1,6,1,1,1072,5000,196,6332
Sao Paulo,90,2,1,0,1,0,0,500,2700,25,3260
Porto Alegre,45,1,1,0,1,1,0,50,640,84,784
Sao Paulo,80,2,2,2,0,0,0,0,3600,390,4045
Sao Paulo,106,3,2,2,6,1,0,1400,5520,275,7265
Belo Horizonte,45,2,1,1,3,1,0,286,850,63,1211
Sao Paulo,315,4,4,2,14,1,0,3500,7450,0,11050
Sao Paulo,287,3,5,0,16,1,0,3693,12000,1421,17270
Belo Horizonte,230,4,3,2,8,1,0,1900,5500,48,7522
Sao Paulo,42,1,2,1,6,0,0,690,2500,313700,316900
Rio de Janeiro,152,2,2,1,3,1,0,1100,1500,342,2962
Campinas,75,3,1,2,3,1,0,599,1300,74,1990
Sao Paulo,94,3,2,2,3,1,0,1000,2000,42,3068
Rio de Janeiro,70,2,2,0,5,0,0,410,2100,13,2551
Sao Paulo,59,2,1,0,15,1,0,542,1750,0,2315
Sao Paulo,380,4,3,2,12,0,1,5500,15000,1000,21690
Sao Paulo,217,4,4,3,1,1,0,3800,4910,1417,10190
Sao Paulo,110,2,1,1,2,1,0,1200,2800,137,4173
Campinas,38,1,1,0,8,1,0,300,550,70,927
Sao Paulo,310,4,5,5,6,1,1,3800,12000,2709,18660
Sao Paulo,400,3,4,2,0,1,0,0,3150,0,3198
Porto Alegre,55,2,1,1,4,1,0,250,1500,83,1855
Sao Paulo,320,3,5,0,10,0,0,4778,6000,2417,13270
Campinas,75,3,2,2,13,0,0,700,1600,75,2396
Belo Horizonte,235,4,5,3,6,1,0,760,3300,496,4600
Belo Horizonte,434,5,6,0,10,0,1,2629,11000,2192,15970
Sao Paulo,160,4,4,2,3,0,0,2700,7000,275,10060
Sao Paulo,108,3,2,2,5,1,0,1100,4348,250,5754
Sao Paulo,280,5,5,2,1,1,1,4374,12750,929,18220
Rio de Janeiro,55,2,1,1,3,1,0,670,680,125,1484
Rio de Janeiro,60,2,1,1,1,0,0,800,1500,55,2375
Sao Paulo,226,4,4,3,4,0,0,3500,10000,1200,14830
Belo Horizonte,58,2,1,1,2,1,0,200,900,0,1112
Sao Paulo,178,4,3,2,5,1,0,1700,6700,660,9145
Porto Alegre,40,1,1,0,2,1,1,120,1150,35,1322
Campinas,205,3,2,4,0,1,0,0,2490,57,2585
Sao Paulo,112,3,2,3,3,1,0,1251,2500,332,4115
Belo Horizonte,300,4,4,3,13,1,1,1850,15000,1100,18150
Sao Paulo,140,3,3,2,0,1,0,0,5000,300,5376
Belo Horizonte,113,2,2,2,4,1,0,330,2600,116,3081
Belo Horizonte,96,3,2,2,1,0,0,450,1400,120,1989
Sao Paulo,55,1,2,1,4,1,1,550,3500,0,4095
Sao Paulo,180,2,3,3,7,1,1,3300,7600,1025,11980
Sao Paulo,240,7,3,4,0,1,0,0,6000,834,6925
Sao Paulo,80,3,4,1,0,1,0,0,3000,0,3046
Belo Horizonte,230,5,3,2,3,1,0,500,2200,249,2979
Belo Horizonte,127,3,2,3,1,1,0,750,3000,317,4107
Belo Horizonte,156,4,4,3,7,1,0,900,6500,369,7856
Sao Paulo,65,2,1,2,21,1,0,1111,4000,233,5395
Sao Paulo,88,2,2,2,8,1,1,1000,4500,134,5692
Porto Alegre,107,3,2,1,0,1,0,0,2000,42,2078
Rio de Janeiro,60,2,1,1,2,1,0,550,1200,55,1821
Porto Alegre,35,1,1,0,1,1,0,230,550,9,798
Porto Alegre,243,3,5,1,2,1,0,1788,5556,667,8093
Sao Paulo,30,1,1,0,0,0,0,0,850,67,930
Campinas,45,1,1,1,4,1,0,700,870,46,1628
Rio de Janeiro,130,3,2,2,0,1,0,0,3000,167,3213
Porto Alegre,80,2,2,0,3,1,1,300,2800,0,3141
Sao Paulo,98,2,2,1,13,1,0,1055,2166,384,3633
Sao Paulo,15,1,1,0,0,0,1,0,1200,83,1299
Rio de Janeiro,57,2,2,1,9,1,0,1080,1800,281,3185
Porto Alegre,180,4,2,2,3,1,0,1000,2400,109,3545
Sao Paulo,200,4,4,3,5,1,0,2715,7000,834,10640
Rio de Janeiro,70,2,2,1,0,1,0,200,1900,55,2184
Sao Paulo,350,2,1,0,0,1,0,0,2500,209,2747
Porto Alegre,64,2,1,0,4,0,1,250,1700,9,1984
Porto Alegre,40,1,1,0,0,0,0,0,750,0,764
Belo Horizonte,73,1,1,0,4,1,0,0,700,0,710
Sao Paulo,200,3,3,2,8,1,0,2500,12000,834,15490
Sao Paulo,36,1,1,1,4,1,1,719,1990,119,2854
Campinas,63,2,1,0,0,1,0,400,850,26,1287
Sao Paulo,85,2,1,1,6,1,0,750,3500,105,4400
Sao Paulo,198,5,5,2,1,1,0,1500,3801,554,5904
Campinas,70,3,1,1,1,1,0,315,940,64,1331
Belo Horizonte,60,2,1,1,12,0,0,285,1000,20,1319
Belo Horizonte,90,4,3,1,2,1,0,150,950,83,1196
Porto Alegre,98,2,1,0,9,1,0,380,1800,91,2298
Sao Paulo,103,3,2,2,6,1,0,1150,3000,459,4648
Sao Paulo,160,2,3,0,0,1,0,0,4300,124,4489
Rio de Janeiro,100,3,2,1,8,1,1,1600,4000,184,5836
Sao Paulo,50,2,1,1,17,1,0,465,1000,0,1478
Sao Paulo,55,2,1,1,4,1,0,671,1100,0,1785
Sao Paulo,80,2,2,0,9,0,0,600,2550,46,3229
Sao Paulo,50,1,1,0,0,1,0,0,690,0,701
Rio de Janeiro,25,1,1,0,3,0,0,328,1900,0,2253
Sao Paulo,120,2,2,2,0,1,0,100,5500,158,5841
Sao Paulo,127,3,3,2,1,1,0,804,3800,257,4910
Sao Paulo,98,3,2,1,9,1,0,1350,5500,200,7120
Sao Paulo,65,1,1,0,1,0,1,550,3050,25,3664
Rio de Janeiro,86,2,2,2,2,1,0,700,1200,8,1924
Porto Alegre,200,4,3,0,0,0,0,0,15000,834,16100
Sao Paulo,360,4,5,5,20,1,0,4900,10000,1666,16690
Sao Paulo,65,2,1,1,2,1,0,330,1410,74,1832
Sao Paulo,93,1,3,1,4,0,0,1040,3500,33,4618
Sao Paulo,187,4,5,3,5,1,0,3912,5300,1424,10700
Belo Horizonte,616,5,5,6,0,1,0,0,12500,1103,13810
Rio de Janeiro,86,2,2,2,2,1,0,700,1200,8,1924
Sao Paulo,139,2,2,1,4,1,0,707,4396,153,5312
Rio de Janeiro,100,2,2,1,21,0,0,1230,2000,13,3269
Sao Paulo,285,4,4,4,9,1,0,2750,8000,1750,12600
Sao Paulo,52,2,1,1,8,1,0,760,3000,145,3944
Sao Paulo,39,1,1,0,10,1,1,300,2000,0,2326
Porto Alegre,42,1,2,1,2,1,0,217,1800,42,2086
Rio de Janeiro,30,1,1,0,10,1,1,340,1386,34,1778
Rio de Janeiro,70,2,1,1,7,1,0,729,900,122,1763
Sao Paulo,60,1,1,0,2,1,0,70,1200,50,1336
Sao Paulo,90,2,2,2,7,1,0,1630,3040,322,5031
Porto Alegre,61,2,1,0,2,1,0,380,850,30,1273
Porto Alegre,50,1,1,0,8,1,0,320,780,25,1137
Campinas,48,2,1,1,8,1,0,380,1545,49,1994
Sao Paulo,27,1,1,0,5,0,0,1405,3500,1,4951
Belo Horizonte,100,3,3,1,4,1,1,1300,2600,300,4235
Sao Paulo,155,2,1,1,2,1,0,1700,4500,510,6768
Sao Paulo,230,4,5,0,0,1,1,0,7600,300,8015
Campinas,47,1,1,1,8,1,0,560,1100,46,1720
Campinas,55,2,1,1,0,1,0,400,730,24,1164
Campinas,60,1,1,1,8,1,0,340,1100,1,1455
Belo Horizonte,380,5,6,2,0,1,0,0,4500,125,4699
Sao Paulo,180,3,2,4,0,0,1,0,11000,667,11830
Porto Alegre,196,3,4,2,7,1,1,2000,4600,325,6993
Porto Alegre,70,2,1,0,0,1,0,350,1300,42,1711
Sao Paulo,227,4,3,3,10,1,1,4000,10000,1700,15830
Sao Paulo,60,2,1,1,6,1,1,620,2650,63,3367
Porto Alegre,63,2,2,1,8,1,0,500,1960,6,2495
Sao Paulo,150,3,3,2,7,1,0,1300,3400,200,4944
Campinas,144,4,3,2,13,1,0,1357,1750,210,3340
Rio de Janeiro,200,2,1,0,0,1,0,0,3000,0,3046
Sao Paulo,34,2,1,0,10,1,0,300,2200,15,2543
Sao Paulo,74,2,3,2,24,1,0,450,3200,40,3731
Porto Alegre,73,3,1,0,2,1,0,415,1800,44,2286
Sao Paulo,368,4,5,6,1,0,0,4384,8500,2037,15030
Rio de Janeiro,160,3,2,1,7,1,0,2305,2300,205,4840
Belo Horizonte,120,4,3,2,4,1,0,0,3250,0,3294
Belo Horizonte,180,4,3,4,6,0,0,1633,12000,695,14490
Belo Horizonte,290,3,3,0,0,1,0,0,6000,276,6375
Sao Paulo,225,4,3,2,0,1,0,0,3995,132,4188
Campinas,60,3,1,1,0,0,0,450,1087,67,1618
Sao Paulo,35,1,1,0,1,0,0,250,1305,0,1572
Sao Paulo,95,3,2,1,11,1,0,1334,6500,280,8197
Belo Horizonte,260,4,4,0,5,1,0,562,6500,241,7390
Sao Paulo,260,4,4,4,8,1,0,3150,10000,1163,14440
Rio de Janeiro,350,3,2,3,0,1,0,0,15000,834,16060
Sao Paulo,500,4,4,0,0,1,0,0,6000,467,6558
Porto Alegre,42,1,1,1,2,1,0,255,2198,0,2486
Sao Paulo,80,2,1,1,2,1,1,1600,3500,188,5333
Sao Paulo,100,5,5,2,0,0,0,0,4500,382,4950
Sao Paulo,110,2,2,2,9,1,0,1090,2300,109,3529
Sao Paulo,70,1,1,0,0,0,0,0,1520,125,1668
Sao Paulo,12,1,1,0,0,0,0,0,950,50,1013
Sao Paulo,62,1,1,1,0,0,0,0,1300,9,1329
Sao Paulo,90,2,1,1,1,1,0,800,1600,84,2505
Sao Paulo,220,3,3,2,11,1,0,4500,9000,584,14200
Porto Alegre,197,3,2,3,3,1,0,1780,7000,425,9308
Sao Paulo,214,3,2,5,4,1,0,4226,14000,2469,20870
Rio de Janeiro,105,3,2,1,2,1,0,1200,1750,147,3120
Belo Horizonte,390,5,5,5,8,0,0,1300,8000,797,10200
Sao Paulo,390,4,5,4,0,1,1,0,11500,784,12460
Rio de Janeiro,105,3,2,1,5,1,0,1350,3700,380,5458
Sao Paulo,270,3,6,2,8,1,1,2800,3270,1000,7112
Belo Horizonte,260,4,4,5,5,0,0,295,4500,407,5262
Rio de Janeiro,344,4,3,2,16,1,1,2414,3612,419,6492
Sao Paulo,100,2,1,0,0,0,0,0,2000,110,2141
Rio de Janeiro,50,2,1,0,5,1,1,460,1800,50,2334
Sao Paulo,183,4,3,4,3,1,0,2380,5950,192,8598
Sao Paulo,270,4,5,3,19,1,1,2500,9753,1500,13880
Sao Paulo,180,2,3,2,9,1,0,2000,5900,604,8579
Sao Paulo,52,2,1,1,9,0,0,350,1580,0,1951
Sao Paulo,260,4,4,4,0,1,0,0,4500,0,4568
Rio de Janeiro,38,1,1,1,3,1,0,423,1450,0,1892
Sao Paulo,40,1,1,1,13,1,0,1840,2990,409,5277
Sao Paulo,360,4,5,4,18,1,0,3150,7800,1350,12400
Porto Alegre,160,3,3,3,8,1,1,2200,8950,621,11900
Sao Paulo,120,3,2,2,0,1,0,0,4800,192,5065
Sao Paulo,70,2,1,1,1,1,0,280,1000,138,1431
Campinas,203,3,1,2,0,1,0,0,3300,117,3467
Sao Paulo,18,1,1,0,1,0,0,0,1260,0,1276
Rio de Janeiro,50,2,1,1,5,1,1,470,1550,13,2053
Sao Paulo,33,1,1,0,4,1,0,400,1300,50,1767
Sao Paulo,30,1,1,0,0,1,0,0,1090,75,1179
Sao Paulo,330,2,4,3,0,1,0,0,6000,2000,8091
